frame_id,joint_name,x_3d,y_3d,z_3d,confidence
0,Hip,-0.0,0.0,0.7209601998329163,1.0
0,RHip,0.10565771162509918,-0.012593045830726624,0.7243750095367432,1.0
0,RKnee,0.08063354343175888,0.15745361149311066,0.33210691809654236,1.0
0,RAnkle,0.06142309680581093,0.4370410144329071,0.0,1.0
0,LHip,-0.10283154249191284,0.054408710449934006,0.7219958305358887,1.0
0,LKnee,-0.06521338224411011,0.22649672627449036,0.3355397880077362,1.0
0,LAnkle,-0.04660717770457268,0.5155786275863647,0.002194344997406006,1.0
0,Spine,-0.004555908031761646,-0.03996096923947334,0.950645387172699,1.0
0,Thorax,-0.0008439941448159516,-0.007395620923489332,1.2123091220855713,1.0
0,Neck,-0.0014621581649407744,-0.10060286521911621,1.351093053817749,1.0
0,Head,-4.516601620707661e-05,0.03321739286184311,1.3898979425430298,1.0
0,LShoulder,-0.1500576138496399,0.009039388969540596,1.1819686889648438,1.0
0,LElbow,-0.3912001848220825,0.07449480891227722,1.1779303550720215,1.0
0,LWrist,-0.6004355549812317,-0.06178229674696922,1.2046339511871338,1.0
0,RShoulder,0.14948534965515137,-0.08283250778913498,1.1860718727111816,1.0
0,RElbow,0.3813706040382385,-0.21382784843444824,1.1693401336669922,1.0
0,RWrist,0.6184377670288086,-0.4035831093788147,1.1758610010147095,1.0
1,Hip,-0.0,0.0,0.721542477607727,1.0
1,RHip,0.10590600222349167,-0.0149736562743783,0.7250324487686157,1.0
1,RKnee,0.07978808879852295,0.15954628586769104,0.33305174112319946,1.0
1,RAnkle,0.06123388558626175,0.4384830594062805,0.0,1.0
1,LHip,-0.10293823480606079,0.056714579463005066,0.7225793600082397,1.0
1,LKnee,-0.06488671898841858,0.23046839237213135,0.3363918364048004,1.0
1,LAnkle,-0.04576147347688675,0.5203216671943665,0.0026311278343200684,1.0
1,Spine,-0.004694091621786356,-0.040569934993982315,0.9513540267944336,1.0
1,Thorax,-0.0010625000577419996,-0.008558680303394794,1.2129032611846924,1.0
1,Neck,-0.0031289062462747097,-0.10085353255271912,1.353266716003418,1.0
1,Head,-0.0007529297145083547,0.030214164406061172,1.3921327590942383,1.0
1,LShoulder,-0.15077660977840424,0.008797272108495235,1.1826720237731934,1.0
1,LElbow,-0.39320459961891174,0.07210105657577515,1.17864990234375,1.0
1,LWrist,-0.5996254682540894,-0.0703430324792862,1.2031012773513794,1.0
1,RShoulder,0.14982129633426666,-0.08605442196130753,1.1861203908920288,1.0
1,RElbow,0.38420435786247253,-0.22762516140937805,1.1716872453689575,1.0
1,RWrist,0.6190705299377441,-0.41893622279167175,1.178043007850647,1.0
2,Hip,-0.0,0.0,0.7227514386177063,1.0
2,RHip,0.10592065751552582,-0.014836668036878109,0.7264696955680847,1.0
2,RKnee,0.0795878916978836,0.1587515026330948,0.3337180018424988,1.0
2,RAnkle,0.06123339757323265,0.43705761432647705,0.0,1.0
2,LHip,-0.10299218446016312,0.05626261234283447,0.7235803008079529,1.0
2,LKnee,-0.06501781940460205,0.22802937030792236,0.33668527007102966,1.0
2,LAnkle,-0.0464165024459362,0.5160890221595764,0.0023044347763061523,1.0
2,Spine,-0.004804443567991257,-0.04026824235916138,0.9521445035934448,1.0
2,Thorax,-0.0012524414341896772,-0.006624713074415922,1.213201642036438,1.0
2,Neck,-0.0032580567058175802,-0.09950745850801468,1.3541027307510376,1.0
2,Head,-0.0011140137212350965,0.03153996914625168,1.3926372528076172,1.0
2,LShoulder,-0.15096312761306763,0.009722325019538403,1.1829068660736084,1.0
2,LElbow,-0.39333397150039673,0.07074606418609619,1.1785669326782227,1.0
2,LWrist,-0.5989570021629333,-0.07262005656957626,1.2031941413879395,1.0
2,RShoulder,0.149627685546875,-0.08489128947257996,1.1863117218017578,1.0
2,RElbow,0.3841896951198578,-0.22851961851119995,1.1718535423278809,1.0
2,RWrist,0.6188007593154907,-0.41941291093826294,1.1778357028961182,1.0
3,Hip,-0.0,0.0,0.7233949899673462,1.0
3,RHip,0.10600879043340683,-0.01501681562513113,0.7270885705947876,1.0
3,RKnee,0.07993041723966599,0.1575748473405838,0.33451583981513977,1.0
3,RAnkle,0.06138427555561066,0.43508946895599365,0.0,1.0
3,LHip,-0.10304687172174454,0.05621824413537979,0.7242167592048645,1.0
3,LKnee,-0.06489159911870956,0.22891464829444885,0.3374003469944,1.0
3,LAnkle,-0.04638891667127609,0.5172600150108337,0.0023598074913024902,1.0
